country,iso3,indicator_name,indicator_code,year,value
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2007,1216736438834.96
India,IND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,71.1910667115851
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,7.6608150670107
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1021.88707706826
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,6.37288135593232
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,6.9444182524999
India,IND,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,25227740886.6819
India,IND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,41.9507982267334
India,IND,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,9.86211572842642
India,IND,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-8075694483.59495
India,IND,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,276578100117.408
India,IND,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,204057539299.5
India,IND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,57.4975363892468
India,IND,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,253077526013.168
India,IND,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,302803952552.5
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,45.686268679348
India,IND,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.2711254612435
India,IND,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,1413.8648
India,IND,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,10.98
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2007,432216737774.861
Indonesia,IDN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,67.8180340037077
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.34502222667214
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1823.21976255073
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,6.40656087966005
Indonesia,IDN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,11.2585785308971
Indonesia,IDN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,60.889
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,6928480000.0
Indonesia,IDN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,24.9202838487256
Indonesia,IDN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,8.34646967931201
Indonesia,IDN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,10491041826.7602
Indonesia,IDN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,56935744023.296
Indonesia,IDN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,147827337604.3
Indonesia,IDN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Indonesia,IDN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,127226102177.005
Indonesia,IDN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,109755093425.227
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,54.8292499782075
Indonesia,IDN,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.217272010874721
Indonesia,IDN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,401.8816
Indonesia,IDN,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,3.73
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2007,349736591836.295
"Iran, Islamic Rep.",IRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,26.4537493121615
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,8.15577351843464
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,4687.99166265915
"Iran, Islamic Rep.",IRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,17.3410404624277
"Iran, Islamic Rep.",IRN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,22.9390613586981
"Iran, Islamic Rep.",IRN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,38.956
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,2017791750.0
"Iran, Islamic Rep.",IRN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,39.7289451376198
"Iran, Islamic Rep.",IRN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,9.47709713702345
"Iran, Islamic Rep.",IRN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,
"Iran, Islamic Rep.",IRN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,
"Iran, Islamic Rep.",IRN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,20834072180.2
"Iran, Islamic Rep.",IRN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
"Iran, Islamic Rep.",IRN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,100876666987.614
"Iran, Islamic Rep.",IRN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,73597500000.0
"Iran, Islamic Rep.",IRN,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,49.8873069219141
"Iran, Islamic Rep.",IRN,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.505637107881159
"Iran, Islamic Rep.",IRN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,538.5079
"Iran, Islamic Rep.",IRN,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,18.47
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2007,88837057319.5179
Iraq,IRQ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,100.0
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,1.88853936243953
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,3128.99010329066
Iraq,IRQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,
Iraq,IRQ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,14.4390436314681
Iraq,IRQ,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,38.107
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,971800000.0
Iraq,IRQ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,9.34171909242017
Iraq,IRQ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,18.7262407974136
Iraq,IRQ,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,15519330000.0
Iraq,IRQ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,31454864112.3409
Iraq,IRQ,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,
Iraq,IRQ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Iraq,IRQ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,40776066436.0361
Iraq,IRQ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,25045843946.9614
Iraq,IRQ,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,74.092853105498
Iraq,IRQ,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.254509319683353
Iraq,IRQ,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,78.4289
Iraq,IRQ,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2007,270079279419.5
Ireland,IRL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,90.3408564036878
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,5.31011673012934
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,61396.417461176
Ireland,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,4.88574537540807
Ireland,IRL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,1.19848949350619
Ireland,IRL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,63.307
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,59934755383.4485
Ireland,IRL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,29.2481055759668
Ireland,IRL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,16.8469994194329
Ireland,IRL,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-13848550480.331
Ireland,IRL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,925477308.062553
Ireland,IRL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,
Ireland,IRL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Ireland,IRL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,218323433918.391
Ireland,IRL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,195969710520.938
Ireland,IRL,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,153.396863813395
Ireland,IRL,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.160064290743572
Ireland,IRL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,46.9478
Ireland,IRL,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,2.36
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2007,4466350655.89909
Isle of Man,IMN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,63.6460744753254
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,7.50000022988817
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,55040.2437046236
Isle of Man,IMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,
Isle of Man,IMN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,11.6230960809632
Isle of Man,IMN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,
Isle of Man,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,
Isle of Man,IMN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,
Isle of Man,IMN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,
Isle of Man,IMN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,
Isle of Man,IMN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,
Isle of Man,IMN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,
Isle of Man,IMN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Isle of Man,IMN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,
Isle of Man,IMN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,
Isle of Man,IMN,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,
Isle of Man,IMN,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,
Isle of Man,IMN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,
Isle of Man,IMN,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2007,184681214673.45
Israel,ISR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,81.3715758952222
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.32334950499747
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,25721.2594077311
Israel,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,0.46622697293607
Israel,ISR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,0.782237408193794
Israel,ISR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,52.154
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,8798100000.0
Israel,ISR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,24.4314394857535
Israel,ISR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,21.8374413329032
Israel,ISR,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,5485900000.0
Israel,ISR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,28518505747.3626
Israel,ISR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,
Israel,ISR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Israel,ISR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,71528775589.6887
Israel,ISR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,74068549937.9275
Israel,ISR,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,78.8371062996628
Israel,ISR,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.258969530073385
Israel,ISR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,67.5304
Israel,ISR,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,1.07
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2007,2222524108127.65
Italy,ITA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,84.7484247970932
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,1.46229205289291
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,37826.1754554823
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,1.82974112202403
Italy,ITA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,2.46674492041734
Italy,ITA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,45.79
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,65975535145.4856
Italy,ITA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,22.6200727686655
Italy,ITA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,18.9469848114449
Italy,ITA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-30129935944.5308
Italy,ITA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,94108647218.6732
Italy,ITA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,
Italy,ITA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Italy,ITA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,605527905412.943
Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,613038536211.257
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,54.8280415572531
Italy,ITA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.155109679531886
Italy,ITA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,480.7201
Italy,ITA,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,2.36
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2007,12799600047.1845
Jamaica,JAM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,100.0
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,1.43195403665118
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,4716.48612542727
Jamaica,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,9.24482067275562
Jamaica,JAM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,11.3208103797352
Jamaica,JAM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,58.9
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,811902426.322257
Jamaica,JAM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,26.5711943561208
Jamaica,JAM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,14.8875605217517
Jamaica,JAM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-2038139959.14826
Jamaica,JAM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,1878513938.68574
Jamaica,JAM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,10523969850.5
Jamaica,JAM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,112.989990199089
Jamaica,JAM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,5085113542.19572
Jamaica,JAM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,7873767551.87965
Jamaica,JAM,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,101.244422062437
Jamaica,JAM,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.430008346011955
Jamaica,JAM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,12.204
Jamaica,JAM,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,9.18
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2007,4579750920354.81
Japan,JPN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,100.467616514456
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,1.48396941157472
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,35779.0245416427
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,0.0600394544986545
Japan,JPN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,-0.705243547440887
Japan,JPN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,58.047
Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,21631204435.6846
Japan,JPN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,25.7687401593638
Japan,JPN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,17.6343087480996
Japan,JPN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,211735646402.301
Japan,JPN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,973296740492.651
Japan,JPN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,
Japan,JPN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Japan,JPN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,791798969881.999
Japan,JPN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,711118565477.884
Japan,JPN,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,32.816578051879
Japan,JPN,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.240074848443933
Japan,JPN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,1296.2507
Japan,JPN,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,1.89
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2007,17110437235.543
Jordan,JOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,57.5890984477029
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,8.17616995204646
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,2506.20599484139
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,4.74390639021647
Jordan,JOR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,5.04891837327762
Jordan,JOR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,34.6
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,2622144778.84371
Jordan,JOR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,30.2679844699249
Jordan,JOR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,20.6029032337837
Jordan,JOR,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-2874692559.87622
Jordan,JOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,7924938971.1265
Jordan,JOR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,14862495842.8
Jordan,JOR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,69.9595261843331
Jordan,JOR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,9279830747.53173
Jordan,JOR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,15700423131.1707
Jordan,JOR,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,145.994246288526
Jordan,JOR,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.307657606662383
Jordan,JOR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,21.3435
Jordan,JOR,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,6.7
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2007,104849915058.376
Kazakhstan,KAZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,140.425161015999
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,8.89999999999405
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,6449.43931096532
Kazakhstan,KAZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,10.8468362075558
Kazakhstan,KAZ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,15.5270972952622
Kazakhstan,KAZ,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,65.27
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,11972842988.7618
Kazakhstan,KAZ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,35.5266994941709
Kazakhstan,KAZ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,11.0539227321465
Kazakhstan,KAZ,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-4766679805.2409
Kazakhstan,KAZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,17641023629.5821
Kazakhstan,KAZ,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,96240591774.7
Kazakhstan,KAZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Kazakhstan,KAZ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,51704450816.4296
Kazakhstan,KAZ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,44926943202.1842
Kazakhstan,KAZ,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,92.1616330969975
Kazakhstan,KAZ,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.554700916647994
Kazakhstan,KAZ,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2007,219.5978
Kazakhstan,KAZ,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,2007,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2007,31958195182.2406
Kenya,KEN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2007,41.5493998462851
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.85072976998784
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,840.201439476765
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,
Kenya,KEN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,8.12948559613378
Kenya,KEN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2007,
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,729044146.043719
Kenya,KEN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2007,20.4569783889085
Kenya,KEN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2007,14.6296114670377
Kenya,KEN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2007,-1032048240.78544
Kenya,KEN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2007,3355419015.79063
Kenya,KEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2007,7576695048.2
Kenya,KEN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2007,
Kenya,KEN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2007,7004914019.51347
Kenya,KEN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2007,10218887779.7188
Kenya,KEN,Trade (% of GDP),NE.TRD.GNFS.ZS,2007,53.8947888046059
Kenya,KEN,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2007,0.0642006392817147
